ID,Severity,Time,Lat,Lng,City,State
A-194256,2,2016-11-30 16:37:24,40.775616,-74.237305,Orange,NJ
A-194272,2,2016-11-30 17:11:50,40.944626,-74.1008,Fair Lawn,NJ
A-194273,2,2016-11-30 17:13:28,40.84626,-74.04276999999999,Little Ferry,NJ
A-194282,3,2016-11-30 17:29:30,40.641262,-74.20565,Elizabeth,NJ
A-194301,2,2016-11-30 19:10:49,40.957714,-73.975098,Demarest,NJ
A-194315,3,2016-11-30 20:41:03,40.770439,-74.232376,Orange,NJ
A-194323,3,2016-11-30 22:33:51,40.907309999999995,-74.499596,Denville,NJ
A-194324,3,2016-11-30 22:37:35,40.897339,-74.488174,Denville,NJ
A-194325,3,2016-11-30 22:35:55,40.900944,-74.141182,Paterson,NJ
A-194328,2,2016-12-01 04:07:16,40.714504,-74.222862,Newark,NJ
A-194329,2,2016-12-01 04:34:25,40.734776000000004,-74.112564,Kearny,NJ
A-194341,2,2016-12-01 06:31:50,40.542755,-74.295609,Woodbridge,NJ
A-194342,2,2016-12-01 06:32:43,40.705383000000005,-74.245613,Hillside,NJ
A-194349,2,2016-12-01 07:04:32,40.519409,-74.301208,Keasbey,NJ
A-194350,2,2016-12-01 07:02:47,40.895393,-73.977379,Englewood,NJ
A-194351,2,2016-12-01 07:08:35,40.729725,-74.17205,Newark,NJ
A-194352,2,2016-12-01 07:09:52,40.884716,-74.131493,Clifton,NJ
A-194353,2,2016-12-01 07:07:53,40.879082000000004,-74.12262,Clifton,NJ
A-194356,2,2016-12-01 07:24:37,40.561977,-74.322556,Iselin,NJ
A-194373,2,2016-12-01 07:40:39,40.821247,-74.320312,Roseland,NJ
A-194374,2,2016-12-01 07:39:58,41.001377000000005,-74.17543,Wyckoff,NJ
A-194375,3,2016-12-01 07:38:51,40.879082000000004,-74.12262,Clifton,NJ
A-194384,2,2016-12-01 07:52:13,40.51688,-74.400253,Edison,NJ
A-194385,3,2016-12-01 07:47:44,40.812836,-74.309212,Roseland,NJ
A-194386,2,2016-12-01 07:50:33,40.435207,-74.251503,South Amboy,NJ
A-194406,2,2016-12-01 08:23:28,40.790005,-74.406593,Florham Park,NJ
A-194407,2,2016-12-01 08:25:43,40.684544,-74.38720699999999,New Providence,NJ
A-194417,3,2016-12-01 08:31:55,40.472885,-74.409142,East Brunswick,NJ
A-194425,2,2016-12-01 08:58:21,40.746971,-74.061813,Jersey City,NJ
A-194434,3,2016-12-01 09:18:02,40.909222,-74.503693,Rockaway,NJ
A-194438,2,2016-12-01 09:40:02,40.748306,-74.217056,Newark,NJ
A-194439,2,2016-12-01 09:43:54,40.74992,-74.215096,East Orange,NJ
A-194446,2,2016-12-01 10:15:19,40.771706,-74.228432,Orange,NJ
A-194477,3,2016-12-01 12:36:30,40.641262,-74.20565,Elizabeth,NJ
A-194484,2,2016-12-01 14:32:34,41.042648,-74.03625500000001,Park Ridge,NJ
A-194500,3,2016-12-01 17:04:47,40.77306,-74.47953000000001,Morristown,NJ
A-194508,2,2016-12-01 17:29:04,40.738503,-74.217003,Irvington,NJ
A-194513,3,2016-12-01 17:51:27,40.797554,-74.25275400000001,West Orange,NJ
A-194526,2,2016-12-01 19:18:39,40.806618,-74.445084,Whippany,NJ
A-194543,3,2016-12-02 05:47:20,40.909141999999996,-74.571579,Wharton,NJ
A-194544,3,2016-12-02 05:42:26,40.832493,-74.438194,Cedar Knolls,NJ
A-194548,2,2016-12-02 06:05:46,40.629585,-74.249962,Linden,NJ
A-194553,2,2016-12-02 06:19:20,40.889915,-74.248604,Wayne,NJ
A-194573,2,2016-12-02 07:51:00,40.880790999999995,-74.08049799999999,Lodi,NJ
A-194588,2,2016-12-02 08:49:22,40.754391,-74.21558399999999,East Orange,NJ
A-194591,2,2016-12-02 09:02:30,40.851196,-73.984276,Fort Lee,NJ
A-194595,2,2016-12-02 09:23:31,40.893574,-74.476646,Denville,NJ
A-194622,2,2016-12-02 11:54:11,40.928509000000005,-74.070511,Paramus,NJ
A-194633,2,2016-12-02 13:24:14,40.792294,-74.19270300000001,Bloomfield,NJ
A-194642,2,2016-12-02 15:26:09,40.62738,-74.304108,Clark,NJ
A-194648,2,2016-12-02 16:18:02,40.795615999999995,-74.316711,Livingston,NJ
A-194661,2,2016-12-02 17:21:58,40.855175,-74.07684300000001,Hasbrouck Heights,NJ
A-194683,2,2016-12-02 19:11:57,40.750957,-74.17061600000001,Newark,NJ
A-194696,2,2016-12-03 00:10:59,40.693432,-74.188057,Newark,NJ
A-194699,3,2016-12-03 00:56:52,40.748001,-74.167168,Newark,NJ
A-194720,3,2016-12-03 16:18:49,40.920849,-74.072319,Paramus,NJ
