ID,Severity,Time,Lat,Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Weather_Condition
A-3,2,2/8/2016 6:49,39.063148,-84.032608,Williamsburg,OH,36,100,10,3.5,Overcast
A-4,3,2/8/2016 7:23,39.747753,-84.205582,Dayton,OH,35.1,96,9,4.6,Overcast
A-5,2,2/8/2016 7:39,39.627781,-84.188354,Dayton,OH,36,89,6,3.5,Overcast
A-6,3,2/8/2016 7:44,40.10059,-82.925194,Westerville,OH,37.9,97,7,3.5,Rain
A-7,2,2/8/2016 7:59,39.758274,-84.230507,Dayton,OH,34,100,7,3.5,Overcast
A-8,3,2/8/2016 7:59,39.770382,-84.194901,Dayton,OH,34,100,7,3.5,Overcast
A-9,2,2/8/2016 8:00,39.778061,-84.172005,Dayton,OH,33.3,99,5,1.2,Overcast
A-10,3,2/8/2016 8:10,40.10059,-82.925194,Westerville,OH,37.4,100,3,4.6,Rain
A-11,3,2/8/2016 8:14,39.952812,-83.119293,Columbus,OH,35.6,93,5,5.8,Rain
A-12,3,2/8/2016 8:21,39.932709,-82.83091,Reynoldsburg,OH,37.4,100,3,4.6,Rain
A-13,2,2/8/2016 8:36,39.737633,-84.149933,Dayton,OH,33.8,100,3,2.3,Overcast
A-14,2,2/8/2016 8:37,39.79076,-84.241547,Dayton,OH,36,89,10,5.8,Overcast
A-15,2,2/8/2016 8:39,39.972038,-82.913521,Columbus,OH,37.4,100,3,4.6,Rain
A-16,2,2/8/2016 8:43,39.745888,-84.17041,Dayton,OH,33.8,100,3,2.3,Overcast
A-17,2,2/8/2016 8:53,39.748329,-84.224007,Dayton,OH,35.6,99,7,2.3,Overcast
A-18,2,2/8/2016 9:24,39.752174,-84.239952,Dayton,OH,36,89,10,5.8,Overcast
A-19,2,2/8/2016 9:25,39.740669,-84.184135,Dayton,OH,37.4,93,10,6.9,Overcast
A-20,2,2/8/2016 9:35,39.790703,-84.244461,Dayton,OH,36,89,10,6.9,Overcast
A-21,2,2/8/2016 10:11,40.052509,-82.882332,Columbus,OH,33.8,100,2,4.6,Snow
A-22,2,2/8/2016 10:24,39.773346,-84.224686,Dayton,OH,36,89,10,6.9,Overcast
A-23,2,2/8/2016 11:53,39.628288,-84.226151,Miamisburg,OH,35.1,89,6,8.1,Overcast
A-24,3,2/8/2016 12:00,40.023487,-82.994888,Columbus,OH,37,96,8,5.8,Overcast
A-25,2,2/8/2016 12:16,39.761379,-84.259216,Dayton,OH,37.9,76,10,10.4,Overcast
A-26,2,2/8/2016 12:41,40.158024,-82.641762,Johnstown,OH,37.9,100,5,4.6,Snow
A-27,2,2/8/2016 12:52,39.733219,-84.159653,Dayton,OH,36,86,7,9.2,Snow
A-28,2,2/8/2016 14:24,39.775303,-84.200523,Dayton,OH,39.9,70,10,11.5,Overcast
A-29,2,2/8/2016 14:56,39.789322,-84.239105,Dayton,OH,39.9,65,10,8.1,Overcast
A-30,2,2/8/2016 15:26,39.75872,-84.183762,Dayton,OH,39.2,75,10,4.6,Overcast
A-31,2,2/8/2016 16:16,40.081459,-83.122398,Dublin,OH,37,89,10,6.9,Overcast
A-32,2,2/8/2016 17:39,39.83321,-84.112946,Dayton,OH,34.2,97,10,3.5,Rain
A-33,3,2/8/2016 18:24,40.042725,-82.997307,Columbus,OH,33.8,100,6,5.8,Overcast
A-35,2,2/8/2016 20:22,39.994766,-83.02449,Columbus,OH,33.1,92,7,8.1,Snow
A-36,2,2/8/2016 20:43,40.006477,-83.030991,Columbus,OH,33.1,92,9,9.2,Overcast
A-37,2,2/9/2016 4:28,39.742062,-84.186996,Dayton,OH,23,93,5,11.5,Snow
A-38,2,2/9/2016 5:04,39.843521,-82.78157,Canal Winchester,OH,23,93,2.5,11.5,Snow
A-39,2,2/9/2016 5:17,39.782578,-84.178688,Dayton,OH,22.8,89,4,11.5,Snow
A-40,3,2/9/2016 5:27,40.007626,-82.912155,Columbus,OH,26.6,86,1.5,8.1,Snow
A-41,2,2/9/2016 5:40,39.447502,-84.191208,Lebanon,OH,21,85,0.8,9.2,Snow
A-42,2,2/9/2016 5:47,39.787731,-84.173439,Dayton,OH,23,86,3,10.4,Snow
A-43,2,2/9/2016 5:56,39.426277,-83.624611,Sabina,OH,19.9,89,1.8,13.8,Snow
A-44,3,2/9/2016 6:06,39.978306,-82.852554,Columbus,OH,25,88,1,9.2,Snow
A-45,3,2/9/2016 6:13,39.84182,-84.189606,Dayton,OH,23,88,2,15,Snow
A-46,3,2/9/2016 6:12,39.953625,-82.958954,Columbus,OH,25,88,1,9.2,Snow
A-47,2,2/9/2016 6:21,40.053082,-83.049644,Columbus,OH,26.1,84,2,12.7,Snow
A-48,3,2/9/2016 6:20,39.936874,-82.878723,Columbus,OH,24.8,86,1,8.1,Snow
A-49,2,2/9/2016 6:34,39.780643,-84.16349,Dayton,OH,23,86,4,11.5,Snow
A-50,3,2/9/2016 6:41,39.773193,-84.187454,Dayton,OH,23,86,4,11.5,Snow
A-51,2,2/9/2016 6:48,39.77858,-84.204681,Dayton,OH,21.9,92,2,12.7,Snow
A-52,2,2/9/2016 6:53,39.792988,-84.20607,Dayton,OH,21.9,92,2,12.7,Snow
A-53,3,2/9/2016 6:54,39.770382,-84.194901,Dayton,OH,21.9,92,2,12.7,Snow
A-54,3,2/9/2016 7:03,39.976398,-83.119225,Columbus,OH,21.2,93,1.5,13.8,Snow
A-55,3,2/9/2016 7:05,39.6395,-84.231361,Dayton,OH,21,85,1.2,9.2,Snow
A-56,2,2/9/2016 7:04,39.232578,-84.159286,Goshen,OH,21,93,2.5,9.2,Snow
A-57,2,2/9/2016 7:15,39.746593,-84.23912,Dayton,OH,21.9,92,2,12.7,Snow
A-58,2,2/9/2016 7:41,39.742783,-84.182472,Dayton,OH,22.5,90,1.2,9.2,Snow
A-59,2,2/9/2016 7:42,39.75452,-84.159279,Dayton,OH,22.5,90,1.2,9.2,Snow
A-60,2,2/9/2016 7:42,39.749916,-84.139359,Dayton,OH,22.5,90,1.2,9.2,Snow
A-61,3,2/9/2016 7:46,40.100903,-82.984108,Columbus,OH,24.8,86,1.8,8.1,Snow
A-62,2,2/9/2016 7:54,39.772808,-84.201851,Dayton,OH,21.2,93,2,12.7,Snow
A-63,2,2/9/2016 8:06,39.492485,-84.131798,Waynesville,OH,21,81,1.2,9.2,Snow
A-64,2,2/9/2016 8:12,39.570904,-84.251724,Springboro,OH,21,81,1.2,9.2,Snow
A-65,2,2/9/2016 8:10,39.834282,-82.74382,Carroll,OH,21.9,85,0.8,11.5,Snow
A-66,3,2/9/2016 8:23,39.622787,-84.229858,Miamisburg,OH,21,81,1.2,9.2,Snow
A-67,3,2/9/2016 8:24,39.429871,-84.079666,Oregonia,OH,21,81,1.2,9.2,Snow
A-68,3,2/9/2016 8:20,41.407391,-81.646767,Independence,OH,32,82,10,12.7,Overcast
A-69,3,2/9/2016 8:35,41.424404,-81.578674,Maple Heights,OH,32,82,10,12.7,Overcast
A-70,3,2/9/2016 10:06,39.89217,-83.039169,Grove City,OH,21.2,93,5,11.5,Overcast
A-71,2,2/9/2016 11:09,41.022358,-83.650345,Findlay,OH,27,81,2.5,19.6,Snow
A-72,2,2/10/2016 6:18,39.206806,-84.053253,Goshen,OH,16.2,81,5,9.2,Snow
A-73,3,2/10/2016 6:06,39.973797,-83.022285,Columbus,OH,15.8,73,4,11.5,Snow
A-74,2,2/10/2016 6:24,40.048008,-82.86422,Columbus,OH,15.8,73,4,11.5,Snow
A-75,2,2/10/2016 6:53,39.814526,-84.021744,Fairborn,OH,15.4,82,7,13.8,Snow
A-76,3,2/10/2016 7:50,40.151196,-84.220032,Piqua,OH,14,93,7,15,Snow
A-77,3,2/10/2016 7:50,39.954617,-82.844238,Columbus,OH,15.1,77,1,8.1,Snow
A-78,2,2/10/2016 8:01,38.990551,-84.207497,New Richmond,OH,15.8,88,1.8,6.9,Snow
A-79,2,2/10/2016 8:08,40.008995,-83.002678,Columbus,OH,16,81,1.5,13.8,Snow
A-80,2,2/10/2016 8:11,39.077332,-84.225014,Batavia,OH,15.8,84,4,11.5,Snow
A-81,2,2/10/2016 8:50,39.955452,-82.795845,Reynoldsburg,OH,16,77,1,9.2,Snow
A-82,3,2/10/2016 9:03,40.224586,-82.929085,Galena,OH,17.6,79,3,11.5,Haze
A-83,3,2/10/2016 9:42,39.976398,-83.119225,Columbus,OH,15.8,79,1.5,10.4,Snow
A-84,3,2/10/2016 10:38,39.985603,-82.939247,Columbus,OH,17.1,77,1.5,13.8,Snow
A-85,3,2/10/2016 17:10,41.040714,-81.613144,Barberton,OH,19.9,81,1,10.4,Snow
A-86,3,2/10/2016 18:09,41.083679,-81.579002,Akron,OH,19.9,78,4,12.7,Snow
